"","approx_year_built","cats_allowed","common_charges","community_district_num","coop_condo","date_of_sale","dining_room_type","dogs_allowed","fuel_type","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_floors_in_building","num_full_bathrooms","num_total_rooms","parking_charges","pct_tax_deductibl","sale_price","sq_footage","total_taxes","walk_score","listing_price_to_nearest_1000","zipcodes"
"1079",2012,"yes",335,26,"condo",17076.275,"combo","yes","gas","NA","efficiency",692.12,2,5.22666666666667,2,5,158.28,33.24,604761.88,982.645,892,93,669000,11361
"1080",2001,"no",213,25,"condo",16990.59,"combo","no","gas","NA","eat in",496.698333333333,1,15,1,3,180.023333333333,40.88,435291,673.395,2333,96,499000,11355
"1081",2007,"no",210,24.45,"condo",16983.8833333333,"combo","no","gas","NA","eat in",576.09,2,1,2,5,195.79,34.51,500317,1014.06541666667,17,92,559000,11355
"1082",2007,"no",300.441,25,"condo",16994.42,"combo","no","gas","NA","eat in",672.85,2,4.73,2,5,156.46,34,530520,1070.73875,17,92,559000,11355
"1083",1961,"no",762.86,26,"co-op",17012.7,"combo","no","oil","NA","efficiency",930,2,7,2,5,54.8755555555556,49.58,321713.88,1116.64,3537.75785714286,79,369000,11363
"1084",1931,"no",319,30,"condo",17039.758,"combo","no","electric","NA","eat in",654.266666666667,1,6,1,5,228.56,41.35,443179.5,743,2808,98,469000,11104
"1085",1950,"no",873.84,25,"co-op",17036.665,"formal","no","gas","NA","eat in",901,3,1,1,7,92.28,48.465,380201.5,1300,3237.79,89,389000,11355
"1086",1954,"no",674.32,25,"co-op",17014.485,"combo","no","gas","NA","eat in",706,2,6,1,5,73.17,49.17,223363,850,2649.53333333333,88,248000,11355
"1087",1954,"no",754.06,25,"co-op",17044.2,"formal","no","gas","NA","eat in",700,2,6,1,6,90.7,49.12,261336.7,850,2770.11,88,298000,11355
"1088",1958,"no",453,25,"condo",17100.85,"combo","no","oil","NA","efficiency",664.796666666667,1,7.05,1,4,147.78,37.15,492473.693333333,889.92,2382,96,618000,11355
"1089",1958,"no",453,25,"condo",17100.85,"combo","no","oil","NA","efficiency",664.796666666667,1,7.05,1,4,147.78,37.15,492473.693333333,889.92,2382,96,618000,11355
"1090",1930,"yes",470.556666666667,30,"co-op",17018.71,"other","no","oil","NA","efficiency",575,1,6,1,4,231.58,43.1,367235,786.781666666667,2533.24,95,409000,11103
"1091",1954,"no",751.93,25,"co-op",17041.92,"formal","no","electric","NA","eat in",874.736666666667,2,6,1,5,87.91,49.49,314014.14,987.62,3151.13,88,335000,11355
"1092",1940,"yes",682.13,28,"co-op",16984.88,"combo","yes","oil","NA","eat in",798,1,6,1,3,147.061666666667,49.59,213266.88,950,2530.91,92,215000,11415
"1093",1988,"no",329.88,24,"condo",17010.35,"combo","no","gas","NA","eat in",210,2,6.22,1,4,176.14,41.55,502857.76,850,3400,94,625000,11373
"1094",1987,"yes",226,25,"condo",16994.8433333333,"combo","yes","gas","NA","combo",527.29,2,1,1,5,136.59,40.08,459715.76,800,2800,76,549000,11358
"1095",1987,"yes",226,25,"condo",17003.6333333333,"combo","yes","gas","NA","combo",532.25,2,4,1,5,133.02,40.27,460359.26,800,2800,76,549000,11358
"1096",1960,"no",452.21,26,"co-op",16944.26,"combo","no","gas","NA","eat in",550,1.03,4,1,3,85.15,42.22,142519.166666667,609.795,2346.47666666667,84,135000,11362
"1097",1937,"yes",414.26,30,"co-op",17091.07,"combo","yes","gas","NA","eat in",783,1,7,1,3,155.86,40,261843.8,600,1859.292,95,327000,11377
"1098",1950,"yes",437.77,30,"co-op",17138.9,"formal","yes","gas","NA","combo",460,1,5.42,1,4,132.713333333333,33.84,267882.213333333,746.02,1173.1075,98,312250,11377
"1099",1987,"yes",376,25,"condo",17013.9,"formal","yes","gas","NA","combo",1202.155,2,2,2,7,99.02,39.12,579801.666666667,1388.95,3280,64,628000,11356
"1100",1988,"no",265,4,"condo",17017.91,"formal","no","gas","yes","eat in",753.68,2,6.58,1,5,137.56,41.2,484319.26,989.885,3740,89,558000,11373
"1101",1962,"no",490,24,"condo",17009.9025,"other","no","gas","NA","eat in",599.09,1,6,1,3,143.23,41.13,378165.6,663,3200,96,439000,11373
"1102",1955,"no",664.55,24,"co-op",16998.945,"combo","no","gas","NA","efficiency",670,2,6,1,4,63.3366666666667,50.27,230319.6,855.34,2778.12,81,265000,11378
"1103",1955,"no",666.14,24,"co-op",16974.352,"combo","no","gas","NA","efficiency",670,2,6,1,4,53.6266666666667,50.1,227171.49,858.21,2869.1,81,250000,11378
"1104",1964,"no",448,29,"condo",17082.89,"combo","no","gas","NA","efficiency",724.45,2,6,1,4,119.07,39.19,498599.32,872,3359,85,698000,11373
"1105",1987,"yes",380,25,"condo",17053.39,"formal","yes","gas","yes","efficiency",1123.075,2,6.57,2,6,107.125980392157,38.5066666666667,503575,1250.63,2700,53,485000,11356
"1106",1961,"yes",400.466666666667,26,"co-op",17133.2483333333,"combo","no","gas","NA","efficiency",687,1,6,1,3,95,32.8633333333333,153880.666666667,695.48,1089.97,76,189000,11362
"1107",1961,"no",692.64,26,"co-op",17039.385,"formal","no","gas","NA","efficiency",877,2,4.71,1,4,49.34,50.63,256204.285714286,900.95,3194.955,76,275000,11362
"1108",1961,"yes",389.166666666667,26,"co-op",17124.63,"combo","no","gas","NA","efficiency",644,1,5.43,1,3,90.77,33.2633333333333,152041.166666667,665.85,1124.81,76,189000,11362
"1109",1961,"yes",458.316666666667,26,"co-op",16952.29,"combo","no","gas","NA","efficiency",634,1,5.01,1,3,81.95,42.03,135495,646.21,2107.62466666667,76,159000,11362
"1110",1991,"no",280,25,"condo",17078.77,"combo","no","gas","NA","efficiency",696.295,1,5.46,1,4,118.64,38.43,332883.9,1020,1860,89,269000,11368
"1111",1955,"yes",390,26,"condo",17040.59,"combo","yes","oil","NA","eat in",643.84,2,2,1,4,122.81,40.14,455824.16,800,3478,82,528000,11365
"1112",1953,"yes",719.72,26,"co-op",17062.13,"combo","no","oil","NA","eat in",1022,2,2,1,5,63.79,50.23,303301.426666667,1021.03,3227.705,76,340000,11362
"1113",1950,"yes",415.166666666667,26,"co-op",17132.36,"combo","no","gas","NA","efficiency",673,1,2,1,3,94.75,30,157142.5,650,986.78,85,193000,11362
"1114",1968,"no",363.876666666667,24,"co-op",16977.865,"formal","no","gas","yes","eat in",511,0.84,6,1,2,180,43.44,162820.5,555.31,2313.39,90,149000,11368
"1115",2016,"no",248.127647058824,25,"condo",17089.65,"formal","no","gas","NA","combo",412.613333333333,1,4.79,1,3,202.436666666667,34.3,445895.213333333,622,150,89,575000,11355
"1116",2016,"no",315,25,"condo",17042.61,"other","no","gas","NA","combo",493.14,2,4,1,4,185.51,35.05,544213.88,900,120,89,699000,11355
"1117",1968,"no",669.266666666667,24,"co-op",16977.49,"formal","no","gas","NA","efficiency",863,2,9.09,2,4,138.8,48.75,369254.853333333,1090.28,3387.70952380952,88,349000,11374
"1118",1962,"yes",969.63,30,"co-op",17001.41,"other","yes","oil","NA","eat in",977,3,7,2,7,162.58,49.36,546880,1428,3364.28,94,599000,11377
"1119",1950,"yes",412.98,26,"co-op",17057.5266666667,"formal","no","gas","NA","efficiency",695,1,2,1,3,84.63,30,165400.5,650,1154.86,68,178000,11362
"1120",1927,"no",377,30,"condo",17126.58,"combo","no","other","NA","eat in",539.38,1,5.73,1,3,162.78,31.99,413988,741,245,96,505000,11377
"1121",1927,"no",398,30,"condo",17123.7666666667,"combo","no","gas","NA","eat in",537.6,1,6.02,1,3,162.12,31.63,422327.88,767.74,258,96,535000,11377
"1122",1962,"yes",721.393333333333,28,"co-op",17016.43,"combo","yes","gas","NA","efficiency",1003,2,15,2,5,150,49.59,409372.76,1150,3403.68285714286,93,379000,11374
"1123",1962,"yes",654.4,28,"co-op",17036.13,"combo","yes","gas","yes","eat in",648,1,15,1,3,150,50,271020.003333333,750,3020.79,93,350000,11374
"1124",1967,"yes",641.01,28,"co-op",16991.13,"combo","yes","gas","NA","efficiency",995,1,15,1,3,150,49.11,255497.916666667,900,2978.97071428571,55,190000,11375
"1125",1964,"yes",636.06,28,"co-op",17001.36,"formal","yes","gas","NA","efficiency",1265,2,15,1,4,119.973333333333,48.92,335289.9,1000,3563.505,55,319000,11375
"1126",1960,"no",400.03,28,"co-op",17083.23,"formal","no","gas","NA","eat in",1248,2,15,1,5,150,40,351843.863333333,1050,2890.63266666667,55,349000,11375
"1127",1965,"no",423.950666666667,28,"co-op",17049.9533333333,"formal","no","gas","NA","efficiency",1601,2,15,2,4,124.42,40,437562.64,1200,3163.61552380952,55,399000,11375
"1128",1965,"no",501.212666666667,28,"co-op",17090.9733333333,"formal","no","gas","NA","efficiency",1757,2,15,2,5,111.55,35,448239.416666667,1300,2308.82666666667,55,359000,11375
"1129",1967,"yes",929.48,28,"co-op",17046.1066666667,"combo","yes","gas","yes","efficiency",1700,3,15,2,6,131.1725,47.65,641029.96,1450,4773.325,55,599000,11375
"1130",1964,"yes",714.77,28,"co-op",16999.13,"combo","yes","gas","NA","efficiency",1034,2,15,1,4,114.063333333333,49.97,329728.88,951.09,3579.82071428571,55,299000,11375
"1131",1965,"no",925.78,28,"co-op",17046.22,"formal","no","gas","NA","eat in",1708,2,15,2,4,118.7,48.59,532696.666666667,1300,4317.86,55,449000,11375
"1132",1962,"yes",693.91,28,"co-op",17061.62,"combo","yes","gas","yes","eat in",850,2,15,1,4,150,50,363242.91,975,3203.955,93,380000,11374
"1133",1960,"yes",948.84,28,"co-op",17052.2066666667,"formal","yes","oil","yes","eat in",1241,3,13.55,2,6,150,50,540138.316666667,1400,3846.44,92,529000,11374
"1134",1960,"yes",620.83,28,"co-op",16993.3625,"combo","yes","oil","NA","efficiency",642,1,17,1,3,155.025,50.25,213822.656666667,748.42,2718.74,92,235000,11374
"1135",1955,"yes",738.94,28,"co-op",17020.23,"other","yes","oil","NA","combo",842,2,17,1,4,155.4,49.88,321374.65,940.455714285714,3119.905,92,290000,11374
"1136",1950,"no",659.45,28,"co-op",17016.81,"formal","no","gas","NA","efficiency",709,1,17,1,4,160,50,258610.066666667,800,2969.45666666667,94,289000,11374
"1137",1960,"yes",612.58,28,"co-op",16985.11,"combo","yes","oil","yes","combo",462,0.7,17,1,0,160,50,150220,310,2409.34,94,179000,11374
"1138",1955,"no",668.9,26,"co-op",17001.557,"combo","no","oil","NA","eat in",731,2,3.8,1,4,80,50.53,228762.698,850,2866.32,75,245000,11364
"1139",1960,"yes",612.34,6,"co-op",17005.1733333333,"combo","yes","oil","yes","efficiency",675,1,17,1,3,160,49.69,224195.146666667,700,2702.69,92,264000,11374
"1140",1960,"yes",718.34,28,"co-op",17041.16,"combo","yes","oil","yes","efficiency",938,2,17,1,5,160,49.7,392220.64,1037.96,3403.715,92,409000,11374
"1141",1971,"no",354,26,"condo",17041.65,"combo","no","gas","yes","eat in",1483.225,3,3,2,6,123.11,38.98,669888.87,1520,4415,72,788000,11362
"1142",1988,"yes",779,28,"condo",17071.98,"combo","yes","gas","yes","combo",1083.72666666667,2,16,1,8,56,45.91,560139.64,1000,3500,96,698000,11374
"1143",1950,"no",604.14,28,"co-op",17021.04,"formal","no","gas","NA","eat in",718,2,7.37,1,4,153.5,48.39,368356.166666667,1200,2906.665,99,4e+05,11375
"1144",1955,"no",597.42,28,"co-op",16947.74,"combo","no","gas","NA","efficiency",398,0.7,6,1,2,102.375,49.54,144725,503.37,2000.94,87,159000,11375
"1145",1960,"no",2499,28,"co-op",17033.46,"formal","no","gas","yes","combo",811,2,10.34,1,6,95,49.17,470009.253333333,1550,3363.89,87,532000,11375
"1146",1960,"no",1005.31,27.16,"co-op",17044.38,"other","no","gas","yes","combo",811,2,8.6025,1,6,95,48.45,424730.91,1250,2499,87,489000,11375
"1147",1945,"no",610.92,28,"co-op",16983.2633333333,"formal","no","oil","NA","eat in",643,1,6,1,3,146.085,50.1,215662.08,744.26,2305.43,96,255000,11374
"1148",1949,"no",518,29,"condo",17029.908,"combo","no","gas","NA","efficiency",775.33,2,6.89,1,5,125,40.81,434774.4,972.81,3606,91,469000,11374
"1149",1949,"no",440,28,"condo",17053.728,"other","no","gas","NA","efficiency",909.73,2,5.755,2,5,146.47,33.1,568253.88,1193.35,350,91,650000,11374
"1150",1952,"no",391.77,28,"condo",17052.35,"combo","no","gas","NA","combo",484.25,0.91,6,1,2,148.813333333333,39.67,271378.8,583.795,2013,89,318000,11374
"1151",1952,"no",418,28,"condo",17103.94,"formal","no","oil","NA","eat in",633.175,1,6,1,4,135.47,39.18,392210.4,900,2450,89,415000,11374
"1152",2008,"no",560,28,"condo",17022.26,"combo","no","gas","NA","eat in",442.013333333333,1,5,1,3,150.3,43.22,463915.64,719,31,89,549000,11375
"1153",2008,"yes",830,28,"condo",17051.35,"combo","yes","gas","yes","eat in",1089.51333333333,2,9.86,2,5,135.12,41.64,630603.5,1250,65,89,899000,11375
"1154",1950,"no",681.49,29,"co-op",17054.868,"combo","no","gas","NA","combo",690,2,6,1,4,153.34,50,331504.76,900,2851.86666666667,92,389000,11374
"1155",1952,"yes",870.84,28,"co-op",17041.4366666667,"formal","yes","oil","yes","eat in",1225,3,11.64,2,6,150,47,602626.656666667,1350,4204.91,92,699000,11374
"1156",1955,"no",493.07,28,"co-op",16997.61,"combo","no","oil","NA","combo",445,1,6,1,3,155.1,43.1,184874.5775,649,2142.25,90,239000,11374
"1157",1985,"no",520,28,"condo",17035.9866666667,"formal","no","gas","NA","efficiency",954.21,3,3,2,6,144.128888888889,37.18,581300,1160,2423,94,680000,11374
"1158",1939,"no",440.85,26,"co-op",17046.07,"combo","no","oil","NA","combo",482,0.91,6.5,1,2,174.172,42.49,192851.4475,580.42,2124.35,95,229000,11374
"1159",1960,"no",402,26,"condo",17053.85,"combo","no","gas","NA","eat in",1231.22,2,7.34,2,5,103.97,38.76,546375,1263.67,3047,49,625000,11362
"1160",1983,"yes",170,26,"condo",17094.4314285714,"combo","yes","gas","NA","eat in",550.348333333333,1,5.28,1,3,105.46,39.15,306883.28,716.14,1829,45,3e+05,11362
"1161",1963,"no",600.94,24,"co-op",17022.91,"combo","no","oil","NA","efficiency",640,2,6,1,5,145.52,49.11,336722.88,912.8,3033.35,96,380000,11377
"1162",1952,"no",604.39,30,"co-op",16988.445,"combo","no","oil","NA","efficiency",400,0.89,6.06,1,3,134.355,50,177165,575.565,2282.97,96,220000,11377
"1163",1952,"no",816.24,30,"co-op",17027.95,"combo","no","oil","NA","eat in",720,2,7.15,2,7,155.33,50,386295.12,1087.6,3244.105,96,409000,11377
"1164",1949,"yes",709.6,26,"co-op",17036.627,"combo","yes","gas","NA","efficiency",859,2,2,1,4,68.99,49.99,226234.208,838.875,2872.7,78,258000,11364
"1165",2014,"yes",412.545,24,"condo",17042.38,"formal","yes","gas","NA","eat in",1160.035,1,4,2,6,143.86,37.8685714285714,615514.973333333,1387.12,6988,96,749000,11377
"1166",1939,"no",571.18,28,"co-op",17022.56,"other","no","oil","NA","eat in",799,1,6,1,3,146.945,45,190958.08,800,2316.26,94,229000,11374
"1167",1963,"no",330.51,28,"condo",17065.135,"formal","no","oil","yes","combo",539.426666666667,1,6,1,3,225,40.07,327689.62,706.946428571429,2413,90,310000,11374
"1168",1963,"no",362,28,"condo",17039.145,"formal","no","oil","yes","eat in",670.43,1.51,6,1,4,250,45.55,447608.16,860,3500,90,494000,11374
"1169",1963,"no",360,28,"condo",17036.6,"formal","no","oil","NA","combo",760.01,2,1,1,5,225,40.15,451368.02,870,3945,90,5e+05,11374
"1170",1963,"no",437,28,"condo",17051.59,"formal","no","oil","yes","eat in",1080.17,2,10.01,1,5,146.952222222222,39.98,535012.76,1152.80666666667,4227,90,625000,11374
"1171",1963,"no",254,24,"condo",17027.08,"formal","no","oil","yes","eat in",574.39,1,6,1,4,225,41.32,343885.72,620,3127,90,380000,11374
"1172",1939,"no",720.83,28,"co-op",17025.158,"combo","no","gas","NA","eat in",916,2,7.21,1,5,163.22,50,357360.52,966.8,3013.355,93,395000,11374
"1173",1963,"yes",536.58,25,"co-op",16963.395,"combo","no","oil","yes","none",418,0.87,6,1,3,130.86,47.02,148895,550,2312.07,88,159000,11375
"1174",1960,"no",567.75,28,"co-op",16951.49,"combo","no","oil","NA","combo",410,0.82,6,1,3,125,49.53,142015,546.36,2106.81666666667,88,159000,11375
"1175",1950,"no",670.31,28,"co-op",16998.0114285714,"formal","no","gas","NA","combo",550,1,7.36,1,3,104.192,50,217834.6,772.211428571429,2639.41,41,250000,11375
"1176",1950,"yes",663.81,28,"co-op",17009.765,"combo","no","oil","NA","efficiency",671,1,7,1,3,106.52,50,170595,700,2274.36,87,219000,11374
"1177",1965,"no",784.07,28,"co-op",17077.41,"combo","no","gas","yes","efficiency",943,2,29,1,4,150,50,438156.64,1000,3562.425,92,499000,11375
"1178",1965,"no",696.72,28,"co-op",17063.46,"combo","no","gas","NA","efficiency",824,1,29,1,3,150,48.73,319375.65,821.45,3310.975,92,379000,11375
"1179",1965,"no",885.7,28,"co-op",17080.21,"formal","no","oil","yes","combo",1165,2,30,1,4,137.3525,49.77,464184.426666667,1101.01125,3879.42,92,485000,11375
"1180",1985,"yes",422,24,"condo",16980.85,"other","no","gas","NA","efficiency",983.44,2,3,2,5,105.722647058824,39.33,500189.38,1300,3491,84,539000,11379
"1181",1985,"yes",422,24,"condo",16979.9,"other","no","gas","NA","efficiency",980.105,2,3,2,5,105.502647058824,39.33,500939.38,1300,3491,84,549000,11379
"1182",2007,"yes",373,24,"condo",17054.45,"combo","yes","gas","NA","efficiency",660.62,2,5,2,5,108.66,34.67,459258,940.15,911,77,479000,11379
"1183",1956,"no",593.97,28,"co-op",16984.24,"combo","no","electric","NA","efficiency",597,1,6,1,3,141.583,50,159865,600,2051.93666666667,91,188000,11375
"1184",1955,"yes",382.82,26,"co-op",17036.52,"combo","no","gas","NA","efficiency",584,1,2,1,3,125,39.38,152409.92,627.445,1753.27,69,185000,11365
"1185",1950,"yes",718.45,26,"co-op",17053.37,"combo","yes","gas","NA","efficiency",908,2,2,1,4,65.1,49.59,230959.208,853.015,2797.7,71,265000,11364
"1186",1955,"yes",798.21,28,"co-op",17079.21,"formal","yes","gas","yes","efficiency",913,2,1,1,5,130,49.44,360583.16,1000,3093.99,90,378000,11375
"1187",1955,"yes",687.58,28,"co-op",17031.325,"combo","no","gas","yes","combo",632,1,7,1,3,185,50,259476.713333333,750,2715.57,92,299000,11375
"1188",1950,"no",417.52,28,"co-op",17106.04,"formal","no","oil","NA","efficiency",534,1,6,1,3,131.14,39.32,172727.08,652.955,1824.39,92,215000,11375
"1189",1950,"yes",771.1,28,"co-op",17069.33,"combo","yes","oil","yes","efficiency",929,2,6.08,1,5,120,49.63,340094.36,1016.46,3150.36,92,362740,11375
"1190",1950,"yes",656.888,26,"co-op",16982.0066666667,"formal","no","gas","NA","eat in",500,2,2,1,5,11,65,212728.3,813.06,2656.33,76,230000,11364
"1191",1955,"no",790.95,28,"co-op",17026.51,"combo","no","gas","NA","eat in",1103,2,8.7165,1,5,146.66,49.83,355919.15,1097.66,3274.705,93,369000,11375
"1192",1945,"no",537.57,28,"co-op",17017.8,"combo","no","gas","NA","eat in",805,1,5.93,1,3,189,43.99,192334.6,716.86,2074.54333333333,90,215000,11375
"1193",1949,"no",443.27,28,"co-op",17080.2516666667,"combo","no","oil","NA","combo",679,1,6,1,2,189,32,177910.88,666.27,1148.43,90,178000,11375
"1194",1947,"no",819.15,28,"co-op",17002.05,"formal","no","gas","NA","efficiency",1410,3,8.9825,2,5,189,49.23,516563.666666667,1265.3,3564.37,90,545000,11375
"1195",1951,"yes",395.67,28,"co-op",17111.2,"other","yes","gas","yes","eat in",493,1,6,1,3,124.883333333333,38,209424,678.1,1297.40833333333,92,269000,11375
"1196",1955,"yes",635.758,25,"co-op",16992.22,"formal","yes","oil","NA","efficiency",658,1,2,1,3,95.71,50.19,185989.74,700,2569.95,88,219000,11367
"1197",1960,"no",411.53,30,"co-op",16995.14,"combo","no","gas","NA","efficiency",429,0.67,6,1,1,140.88,41.17,152752.5,500,1921.79333333333,94,170000,11375
"1198",1950,"no",336,26,"condo",17051.448,"combo","no","gas","NA","eat in",2127,2,10.64,1,4,114.655,39.29,475765.52,1091.32285714286,3398.88,48,438000,11364
"1199",1950,"no",931.76,28,"co-op",17022.61,"formal","no","gas","NA","eat in",1075,3,8.065,2,8,141.48,50,512771.66,1336.76,3257.265,93,549000,11375
"1200",1949,"no",605.83,28,"co-op",17005.91,"other","no","oil","yes","efficiency",612,1,6,1,3,133,48,163796.25,621,2122.67,93,215000,11375
"1201",1949,"yes",738.28,26,"co-op",17020.1633333333,"combo","yes","gas","yes","eat in",899,2,2,1,5,50,51.02,236503.128,928.79,2963.21,70,250000,11364
"1202",1950,"yes",643.688,25,"co-op",17002.7,"combo","yes","oil","NA","efficiency",658,1,2,1,3,94.48,50.35,185972.17,715.06,2517.58,88,220000,11367
"1203",1932,"no",909.58,28,"co-op",17062.5633333333,"formal","no","gas","yes","eat in",996,2,6,2,4,75,49.21,465980.833333333,1228.0275,3439.355,96,569000,11375
"1204",1950,"no",736.15,25,"co-op",17019.055,"formal","no","gas","NA","efficiency",1013,2,2,1,5,67.27,50.75,222517.74,865,2655.77,86,239000,11367
"1205",1940,"yes",664.36,28,"co-op",17013.0725,"combo","yes","oil","NA","combo",700,1,6,1,2,171.505,50,213342.28,714.146666666667,2325.27,90,239000,11375
"1206",1950,"no",724.95,25,"co-op",17018.7616666667,"formal","no","gas","NA","efficiency",1013,2,3.08,1,5,72,50.14,228323.16,962.58,2666.03,86,229000,11367
"1207",1950,"no",462.82,25,"co-op",17097.45,"combo","no","gas","NA","eat in",745,1,3.54,1,4,77.22,39.93,173096.31,732.8,2039.45,86,220000,11367
"1208",1949,"no",659.84,28,"co-op",16993.2433333333,"combo","no","oil","NA","eat in",740,1,5.59,1,4,145,50.13,224731.28,750,2447.61,94,260000,11375
"1209",1954,"no",479.17,29,"co-op",17064.7666666667,"formal","no","gas","yes","efficiency",1620,3,7,2,8,140,36,652174.99,1472.54333333333,3108.75666666667,94,849000,11375
"1210",1956,"no",915.16,28,"co-op",17025.15,"formal","no","gas","NA","efficiency",1287,2,5,2,7,133.33,49.27,495401,1302.545,3657.56,94,568000,11375
"1211",1939,"no",686.13,28,"co-op",17003.6,"combo","no","oil","NA","combo",791,1,6,1,3,171.055,50,220364.36,716.696666666667,2450.48,92,239000,11375
"1212",1940,"no",738.24,28,"co-op",17022.65,"formal","no","gas","NA","eat in",817,1,1,1,4,150,50.03,245191.62,725,2811.69,98,280000,11375
"1213",1942,"no",874.27,28,"co-op",17052.34,"other","no","oil","yes","eat in",1050,2,10.59,1,5,150,49.75,469533.333333333,1124.74,3485.57833333333,98,498000,11375
"1214",1940,"no",707.19,28,"co-op",17032.555,"other","no","oil","yes","eat in",805,1,1,1,3,170.49,49.915,255441.18,690.445,2598.42,98,289000,11375
"1215",1950,"yes",376.18,26,"co-op",17045.27,"formal","no","gas","NA","efficiency",542,2,4.43,1,5,150.31,42.25,279537.76,828.54,2600.74666666667,75,349000,11364
"1216",1955,"yes",599.66,26,"co-op",16950.19,"combo","no","gas","NA","combo",578,1,2,1,3,59.418,50,147708.333333333,637.405,2198.13,64,174000,11364
"1217",1940,"no",808.25,28,"co-op",16998.09,"other","no","other","NA","eat in",1335,2,7,2,4,158.16,50,331262.093333333,1155,3490.29619047619,98,275000,11375
"1218",1940,"no",837.18,28,"co-op",16999.5733333333,"other","no","other","NA","eat in",1339,2,7,2,5,151.2,50,349030.926666667,1231,3455.26285714286,98,260000,11375
"1219",1940,"no",1104.39,28,"co-op",17034.875,"other","no","other","NA","eat in",1790,4,7,2,7,151.68,50,507681.046666667,1557,3761.27333333333,98,395000,11375
"1220",1950,"yes",740,28,"condo",17035.76,"formal","yes","oil","NA","eat in",1261.37333333333,2,9,2,5,142.62,46.23,597483.26,1215,4104,98,899000,11375
"1221",1950,"yes",642.818,26,"co-op",17023.295,"combo","no","gas","NA","efficiency",461,2,2,1,5,86.905,51.75,248611.18,845.6,2842.21,75,279000,11364
"1222",1950,"no",423.046666666667,25,"co-op",17098.715,"formal","no","oil","NA","efficiency",652,1,4.28,1,3,90.82,39.89,177631.413333333,720.1,1945.58,88,220000,11367
"1223",1949,"yes",660.67,25,"co-op",17027.82,"combo","yes","gas","NA","efficiency",753,2,2,1,5,40,49.3,239694.66,847.61,2799.925,73,275000,11367
"1224",1967,"no",473.490666666667,28,"co-op",17046.39,"formal","no","gas","NA","eat in",1478,2,15,2,6,180,36.08,656794.333333333,1415,3151.86666666667,99,1e+06,11375
"1225",1967,"no",485.260666666667,28,"co-op",17056.8533333333,"formal","no","gas","yes","eat in",1317,2,18.44,2,5,172.628888888889,34.1585714285714,635623.933333333,1356.77,2417.11,99,799000,11375
"1226",1962,"yes",689.1,28,"co-op",17036.1,"combo","no","gas","yes","eat in",750,1,14,1,4,165,49.17,277567.103333333,752,3027.86333333333,99,335000,11375
"1227",1964,"yes",582.12,28,"co-op",17009.61,"combo","no","gas","NA","efficiency",687,1,25,1,1,164.923,48.27,185044.026666667,625,2716.89,97,214000,11375
"1228",1964,"yes",564.92,28,"co-op",16978.03,"combo","no","gas","NA","combo",540,0.75,10.95,1,2,156.11,49.23,169964.6,565.08,2489.09666666667,97,199000,11375
"1229",1964,"yes",741.22,28,"co-op",17056.95,"combo","no","gas","NA","combo",897,1,25,1,3,147.98,49.34,318358.15,817.76,3326.025,97,379000,11375
"1230",1964,"yes",673.62,28,"co-op",17019.75,"combo","no","gas","NA","combo",715,1,14.09,1,3,147.57,49.62,242452.1,758.913333333333,3098.66,97,265000,11375
"1231",1964,"no",736.01,28,"co-op",17046.63,"combo","no","gas","NA","combo",876,1,17.955,1,3,148.13,49.46,377376.64,854.51,3560.825,97,439000,11375
"1232",1964,"yes",786.04,28,"co-op",17051.97,"combo","no","gas","NA","combo",1092,2,17.945,1,4,147.3725,49.52,432686.64,1044.41,3648.90666666667,97,439000,11375
"1233",1964,"yes",842.69,28,"co-op",17043.35,"formal","no","gas","NA","combo",1191,2,17.57,1,4,149.6525,49.18,446743.88,1076.46,3807.03,97,449000,11375
"1234",1964,"yes",625.08,28,"co-op",17014.72,"combo","no","gas","NA","combo",683,0.99,13.37,1,3,150.26,49.93,210301.376666667,726.31,2875.64,97,235000,11375
"1235",1964,"yes",715.39,28,"co-op",17045.52,"combo","no","gas","NA","combo",851,1,1,1,3,148.81,49.44,286098.48,753.493333333333,3100.37,97,360000,11375
"1236",1955,"no",840,28,"co-op",17007.2,"formal","no","oil","NA","eat in",819.72,1,1,1,3,126.691666666667,50.17,208714.48,800,2453.67666666667,94,235000,11375
"1237",1950,"no",650.25,28,"co-op",16940.045,"combo","no","oil","NA","combo",677,0.97,6.15,1,3,129.799666666667,49.91,148223.333333333,633.46,2220.52666666667,94,159000,11375
"1238",1950,"yes",485.056666666667,26,"co-op",16933.05,"combo","yes","oil","NA","eat in",715,1,2,1,4,56.91,39.43,147611,659.47,1636.13,55,165000,11426
"1239",1950,"yes",460,25,"condo",17094.0325,"combo","yes","gas","NA","efficiency",611.104666666667,1,2,1,4,81.77,38.28,317708.42,778.81,1800,69,378000,11367
"1240",2007,"no",652,25,"condo",17048.3833333333,"formal","no","gas","NA","eat in",1056.375,3,4,2,8,97.5026470588235,40.78,609518.88,1400,394,82,720000,11365
"1241",1955,"no",706.61,28,"co-op",16979.63,"combo","no","oil","NA","none",1280,1,7,1,4,129.6725,50.03,198367.44,700,2831.86,98,180000,11375
"1242",1956,"no",788.67,28,"co-op",17071.515,"combo","no","gas","yes","eat in",1042,2,7,1,5,141.89,49.87,436123.133333333,1083.1,3341.75,96,489000,11375
