"","approx_year_built","cats_allowed","common_charges","community_district_num","coop_condo","date_of_sale","dining_room_type","dogs_allowed","fuel_type","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_floors_in_building","num_full_bathrooms","num_total_rooms","parking_charges","pct_tax_deductibl","sale_price","sq_footage","total_taxes","walk_score","listing_price_to_nearest_1000","zipcodes"
"814",1970,"no",97,25,"co-op",17004.95,"formal","no","gas","yes","efficiency",1417,3,17,2,6,135,40.79,606394.99,1363.87333333333,3933.98066666667,76,680000,11360
"815",1970,"yes",317.307333333333,25,"co-op",16968.6,"formal","no","gas","NA","eat in",1278,2,17,2,5,124.545,40.58,532623.88,1240.55,3600.78,76,6e+05,11360
"816",1968,"no",206.64,25,"co-op",17084.215,"combo","yes","gas","yes","efficiency",1128,1,17,1,3,149,40,385364,900,2424.31,76,420000,11360
"817",1969,"yes",392.15,25,"co-op",17076.87,"combo","no","oil","yes","eat in",1100,1,1,1,4,102.226666666667,40,340031.96,900,2541.81666666667,76,385000,11360
"818",1970,"no",111,25,"co-op",17000.2533333333,"formal","no","gas","yes","efficiency",1627,3,12.41,2,6,135,42,674379.99,1536.52333333333,4780.432,76,849000,11360
"819",1969,"no",536.5,25,"co-op",17053.2133333333,"combo","no","gas","NA","combo",914,1,9.88,1,3,88.795,43.18,281121.24,780,2670.83238095238,76,328000,11360
"820",1958,"yes",585.95,25,"co-op",16980.74,"combo","no","gas","NA","efficiency",560,1,2,1,3,18,50.725,165645.586666667,660.91,2308.22466666667,81,215000,11360
"821",1969,"no",219.79,25,"co-op",17111.66,"combo","no","oil","yes","eat in",1060,1,17,1,3,135,40,291197.24,700,2338.5,76,369000,11360
"822",1978,"no",260.84,25,"co-op",17076.765,"combo","no","gas","yes","combo",1134,1,16,1,4,135,40,368991.48,880,2691.42,76,399000,11360
"823",1970,"no",285.896666666667,25,"co-op",16990.4933333333,"combo","no","oil","yes","eat in",1450,2,1,2,5,150,40,484466.1,1200,2840.09123809524,76,499000,11360
"824",1970,"no",75,25,"co-op",17098.99,"combo","no","oil","yes","efficiency",998,1,17,1,4,149,40,293662.2,804.833333333333,2392.14,76,319000,11360
"825",1970,"no",336.824,25,"co-op",16961.07,"formal","no","oil","yes","eat in",1850,2,17,2,5,135,40,561945.5,1300,3459.62866666667,76,599000,11360
"826",1970,"no",211.92,25,"co-op",17103.3033333333,"combo","no","gas","NA","efficiency",969,1,17,1,4,128.821666666667,40,292306.88,830.243333333333,2258.1,76,335000,11360
"827",1970,"no",213.733333333333,26,"co-op",17077.6783333333,"combo","no","gas","yes","eat in",939,1,17,1,4,132.596666666667,40.77,310238.48,848.353333333333,2847.07571428571,76,345000,11360
"828",2010,"no",250,24,"condo",17054.13,"formal","no","gas","NA","combo",1084.805,2,4,2,5,195.41,33.5785714285714,646265,1600,250,96,850000,11385
"829",1960,"no",1107.38,25,"co-op",17051.77,"formal","no","gas","NA","eat in",1761,3,6,2,6,26,46.2,412390,1500,3777.5,70,339000,11360
"830",1960,"no",1137.05,25,"co-op",17075.84,"formal","no","gas","NA","eat in",1824,3,6,2,6,26,45.71,428040,1550,3872.2,69,369000,11360
"831",1960,"no",685.39,25,"co-op",17002.685,"combo","no","oil","NA","efficiency",1100,1,5,1,4,26,49.31,214127.34,750,2798.19,69,230000,11360
"832",1958,"no",702.94,26,"co-op",17012.585,"combo","no","gas","NA","eat in",991,1,5.748,1,4,60,50.32,221847.54,850,2913.29,77,239000,11360
"833",1955,"no",713.68,26,"co-op",16978.85,"combo","no","gas","NA","efficiency",1057,2,6,1,4,42.34,50,224128.858,874.47,2825.31666666667,77,175000,11360
"834",1955,"no",774.15,26,"co-op",17051.57,"combo","no","gas","NA","eat in",1100,2,1,1,5,54.635,49.56,308740.88,1052.03,3276.28,77,359000,11360
"835",1970,"no",2200,25,"co-op",17040.38,"formal","no","gas","NA","eat in",1651.69666666667,3,10.32,2,6,104.071666666667,47.13,526038.333333333,1411.395,4054.53,76,470000,11360
"836",1958,"no",689.486,25,"co-op",16970.27,"combo","no","other","NA","eat in",918,1,7,1,4,60,49.66,237390.76,909.19,2993.27,77,217000,11360
"837",1960,"yes",647.9,25,"co-op",17043.67,"formal","no","gas","NA","eat in",1470,2,6,2,5,50,45,384902.713333333,1300,3770.64285714286,69,349000,11360
"838",1959,"no",759.51,25,"co-op",16945.55,"combo","no","other","NA","eat in",1245,2,5.62,1,5,60,49.86,240927.28,1054.84,3460.235,77,240000,11360
"839",1950,"yes",674.28,25,"co-op",17034.3333333333,"combo","no","gas","yes","eat in",1016,2,2,1,5,20,49.17,252349.13,964.695,2877.325,70,270000,11360
"840",1950,"no",482.26,29,"co-op",16933.82,"combo","no","gas","NA","eat in",624,1,2,1,4,58.39,38.75,126879,636.67,1296.7,67,167000,11423
"841",1955,"no",616.5,26,"co-op",16959.0966666667,"combo","no","oil","NA","efficiency",641,1,2,1,3,52.5625,50.03,148545.77,630.245,2155.68666666667,69,180000,11365
"842",1950,"yes",750.19,26,"co-op",17019.42,"combo","no","oil","NA","efficiency",965,2,2,1,5,60.97,50.74,270930,961.05,3238.125,65,289000,11365
"843",2008,"no",527,24,"condo",17048.2,"combo","no","gas","yes","efficiency",642.89,2,4,2,5,146.87,36.46,452771,941,500,88,450000,11385
"844",1960,"yes",730.5,25,"co-op",16955.15,"combo","no","gas","NA","efficiency",975,2,4.35,1,5,33.0133333333333,50,225288.04,964.33,3260.395,80,218000,11357
"845",1982,"yes",361,25,"condo",17062.38,"combo","no","oil","NA","efficiency",606.4,0.91,21,1,2,128.234,40.44,327957.77,691.293333333333,2490,82,359000,11360
"846",1981,"no",1150,26,"condo",17044.52,"formal","no","oil","NA","eat in",1732.42833333333,2,14.65,2,6,101.89,46.68,702839.97,1736.95,5300,82,988000,11360
"847",1982,"no",543,25,"condo",16977.12,"combo","no","gas","NA","eat in",591.14,1,9.16,1,4,108.252,44.94,475658.28,813.12,3312,82,495000,11360
"848",1893,"no",558,25,"condo",17074.86,"formal","no","gas","NA","eat in",949.801666666667,1,5.98,1,4,90,41.29,500403.853333333,1016.54,3000,82,649000,11360
"849",1950,"yes",736.72,26,"co-op",17033.7233333333,"combo","yes","oil","yes","combo",1010,2,2,1,5,70.74,50.27,249650.37,965.66,2937.08,86,275000,11361
"850",1955,"no",614.15,27,"co-op",16931.265,"formal","no","gas","NA","eat in",642,1,7,1,3,60.27,50,133767.5,657.44,2263.51666666667,82,107000,11423
"851",1985,"no",630,25,"condo",17078.56,"combo","no","gas","yes","eat in",1224.685,3,3,2,6,107.672647058824,45.28,627417.76,1631.39,6486,53,668000,11360
"852",1982,"yes",500,25,"condo",17030.31,"combo","yes","gas","NA","eat in",677.735,1,3,1,3,101.18,40.2966666666667,425968.14,700,3268,53,479000,11360
"853",1985,"no",130,25,"condo",17012.36,"combo","no","gas","NA","eat in",389,1,9.17,1,4,141.44,41.1066666666667,429198.76,792.836666666667,3600,52,478000,11360
"854",1983,"no",411.812,26,"condo",17045.7033333333,"combo","no","gas","yes","combo",596,2,8.01,2,4,119.52,40,587672.76,1023.16,4047.53,85,716000,11360
"855",1960,"no",985.8,25,"co-op",17047.18,"combo","no","gas","NA","efficiency",1668,3,6,2,7,25,46.25,419055,1361.81,3882.73,80,369000,11360
"856",1960,"no",926.095,26,"co-op",17049.17,"formal","no","oil","NA","eat in",1608,3,6,2,6,26,45,457945,1500,4024.67,80,379000,11360
"857",1983,"no",458,25,"condo",17055.26,"combo","no","gas","yes","combo",691.01,1,7.22,1,4,102.27,39.65,481532.76,868.675,3241,82,529000,11360
"858",1960,"no",790.7,26,"co-op",16974.0633333333,"formal","no","oil","NA","combo",1120,1,6,1,4,30,49.48,272896.88,968.1,3940,75,211000,11360
"859",1960,"no",515.83,6,"co-op",16993.85,"formal","no","gas","NA","eat in",1562,3,6,1,6,50.64,40,284172.78,1131.5,3045.98666666667,82,239000,11360
"860",1923,"no",437.56,30,"co-op",17103.3466666667,"combo","no","gas","NA","eat in",806,1,5.28,1,3,201.41,34.15,285896.290833333,600,990.475333333333,96,289000,11105
"861",1956,"yes",581.06,30,"co-op",17017.23,"other","yes","gas","NA","eat in",750,2,6.65,1,5,206.12,48.8,296366,750,2578.05333333333,96,349000,11105
"862",1923,"no",451.99,30,"co-op",17047.26,"combo","no","gas","NA","eat in",877,1,5.43,1,3,166.78,35.83,225333.88,689.503333333333,1107.66533333333,96,168000,11105
"863",1960,"no",796.56,25,"co-op",17006.42,"formal","no","oil","yes","eat in",1114,2,6.93,1,5,75,49.69,292346,1079.79,3389.21,83,319000,11360
"864",1995,"yes",356,24,"condo",17037.3,"combo","yes","gas","NA","efficiency",764.27,1,3,1,4,132.81,39.86,416066.26,1120,4300,92,399000,11385
"865",1939,"no",442,30,"condo",17105.2,"combo","no","gas","NA","eat in",563.9,1,1,1,2,116.72,34.42,323314.55,731.455,159,81,345000,11370
"866",1955,"no",600.75,26,"co-op",16986.9766666667,"formal","no","gas","NA","efficiency",540,1,3.55,1,4,60,49.96,161359.46,675.33,2137.7,62,2e+05,11364
"867",1955,"no",634.43,26,"co-op",16996.1066666667,"formal","no","gas","NA","efficiency",600,1,3.83,1,4,65,50.55,190339.346666667,727.43,2536.49,62,229000,11364
"868",1950,"yes",700.64,25,"co-op",17004.78,"combo","no","gas","NA","efficiency",983,2,2,1,4,20,50,235391.466666667,700,3027.23,78,279000,11357
"869",1951,"yes",713.66,25,"co-op",16982.3433333333,"combo","no","oil","NA","efficiency",970,2,1,1,5,39.7033333333333,50.22,226558.306666667,940.23,3047.35,78,245000,11357
"870",1923,"no",852,30,"co-op",17024.74,"formal","no","oil","NA","eat in",909.28,3,5,1,5,204.7,48.065,474847.213333333,1083.28,2751.565,96,499000,11105
"871",1970,"no",75,25,"co-op",16992.81,"formal","no","oil","yes","efficiency",1923,3,2,2,6,135,39.79,488389.333333333,1320.38,3059.26123809524,72,469000,11360
"872",1951,"no",767.248,26,"co-op",16988.65,"combo","no","gas","NA","efficiency",614,3,2,1,6,78.55,50.455,295703.26,900.18,3016.155,75,338000,11364
"873",1952,"no",730.85,26,"co-op",17028.445,"combo","no","gas","NA","eat in",815,2,6,1,4,65.09,50.85,266941.49,909.253333333333,3162.18,78,320000,11364
"874",1928,"yes",662.88,30,"co-op",17019.21,"combo","yes","gas","NA","combo",904,2,7.215,1,4,265.08,62.46,307942.78,650,2707.31,96,368000,11105
"875",1950,"no",660.878,26,"co-op",17008.82,"formal","no","gas","NA","combo",463,2,2,1,5,55.2763333333333,54.96,213297.514666667,835.09,2664.34,76,245000,11364
"876",1923,"no",538.22,3,"co-op",17028.33,"combo","no","oil","NA","combo",822,3,6.73,1,5,180.7,43.485,431178.88,949.13,2803.89333333333,96,459000,11105
"877",1990.27,"no",599,11,"condo",17043.82,"combo","no","electric","NA","combo",678.0325,1,1,1,3,138.86,43.35,575118.233333333,890,30,87,989000,11101
"878",1983,"no",183,26,"condo",17034.5925,"combo","no","gas","NA","efficiency",448.628333333333,1,5.64,1,3,141.35,41.11,387625.88,690.495,2096,75,448000,11364
"879",1983,"yes",268,26,"condo",16971.14,"combo","yes","gas","NA","eat in",893.89,3,3,2,6,109.41,38.4,559915,1055,3200,79,629000,11364
"880",1961,"no",798.23,26,"co-op",17000.03,"combo","no","gas","NA","efficiency",742,1,16,1,3,66,49.3,237732.61,800,3157.59571428571,64,258000,11361
"881",1962,"no",455.59,26,"co-op",17108.4825,"combo","no","gas","NA","efficiency",1054,1,16,1,4,86.12,40,303701.64,852,2604.04,64,328000,11361
"882",1961,"no",479.33,26,"co-op",17072.81,"other","no","gas","NA","combo",816,1,7.55,1,4,62,41,270748.76,795.96,2741.985,64,308000,11361
"883",1962,"no",468.193333333333,26,"co-op",17084.4425,"combo","no","gas","NA","efficiency",954,1,16,1,3,86.13,41,284035.76,802.07,2811.05571428571,64,317000,11361
"884",1955,"no",641.55,26,"co-op",16933.325,"other","no","gas","NA","efficiency",661,2,2,1,4,38.84,50,152614.61,652.09,1909.6,66,160000,11427
"885",1960,"no",533.97,29,"co-op",16993.66,"formal","no","oil","NA","eat in",681,2,2,1,5,67.83,40.75,146346.61,802.2,1604.49,66,179000,11427
"886",1948,"yes",426,11,"condo",17067.2,"other","yes","oil","NA","efficiency",622.97,2,3,1,4,126.29,39.25,407985.66,849.425,2312,81,465000,11370
"887",1964,"yes",550,29,"co-op",16956.755,"combo","no","oil","NA","eat in",665.05,1,5,1,4,56.53,47.21,133906.5,659.41,1903.91,80,175000,11426
"888",1951,"no",489.586666666667,26,"co-op",16929.6,"combo","no","oil","NA","efficiency",645.121666666667,2,1,1,4,52.06,36,144513.316666667,641.55,641,66,156000,11427
"889",1950,"yes",677.68,26,"co-op",16983.77,"formal","no","gas","NA","eat in",756,1,6,1,4,54.998,50.87,235761.4,900,2998.51,59,249000,11364
"890",1955,"no",698.47,26,"co-op",17036.305,"formal","no","gas","NA","efficiency",719,2,2,1,5,55.17,50,200372.5,884.463333333333,2366.13,66,245000,11427
"891",1955,"no",878.58,26,"co-op",17039.27,"formal","no","gas","NA","eat in",803,3,2,1,6,60.06,50,208564.066666667,978.423333333333,2426.31,73,215000,11427
"892",1950,"no",648.65,26,"co-op",16976.1166666667,"formal","no","oil","NA","combo",628,2,2,1,4,18,52.035,160857.943333333,668.44,1891.21666666667,72,180000,11427
"893",1955,"no",670,29,"co-op",17009.705,"other","no","oil","NA","combo",807.46,2,2,1,4,65.4833333333333,49.58,156456.666666667,806,1967.76,72,190000,11427
"894",1955,"no",577.25,26,"co-op",16927.49,"formal","no","gas","NA","efficiency",700,2,2,1,4,44.44,46.57,145619,668.38,1588.27666666667,72,160000,11427
"895",1955,"yes",640.92,26,"co-op",16937.055,"formal","no","gas","NA","combo",663,2,2,1,4,27.108,50,157148.553333333,684.99,2002.71666666667,69,166000,11427
"896",1955,"yes",625.16,26,"co-op",16954.82,"combo","yes","gas","NA","efficiency",640,1,1,1,3,56.64,50,171958.38,661.23,2470.24,60,2e+05,11364
"897",1949.4,"no",741.88,26,"co-op",17017.808,"combo","no","gas","NA","efficiency",896.738666666667,2,4.01,1,4.71,68.41,50.35,276063,967.95,3212.175,57,299000,11364
"898",1950,"no",652.77,26,"co-op",16987.58,"formal","no","gas","NA","combo",660,2,2,1,4,18,52.175,158090.943333333,695.51,1925.78666666667,73,179000,11427
"899",1963,"no",425.05,26,"co-op",17093.45,"formal","no","gas","NA","eat in",1200,1,6,1,4,47,40,274393.952380952,950,2620.55,79,289000,11360
"900",1963,"no",491.25,25,"co-op",17028.46,"formal","no","oil","NA","eat in",1394,2,1,2,5,47,40,344642.333333333,1200,3213.98123809524,79,344000,11360
"901",1963,"no",853.94,26,"co-op",17034.19,"combo","no","gas","NA","eat in",1245,1,9.745,1,4,47,50.14,303574.285714286,914.1,3690.4,79,3e+05,11360
"902",2006,"no",313.59,30,"condo",17042.02,"combo","no","gas","NA","combo",218,1,4,1,3,238.24,37.52,530472.213333333,706.81,231,93,6e+05,11102
"903",2017,"yes",314,11,"condo",17015.78,"combo","yes","gas","NA","combo",385.41,1,6.135,1,3,258.74,39.27,543129.973333333,708.985,104,93,595000,11106
"904",1950,"no",661.75,13,"co-op",16982.61,"combo","no","gas","yes","combo",776,2,2,1,5,49.06,49.79,168066.14,819.05,2157.03,72,156000,11422
"905",1988,"yes",440.362,26,"condo",17029.5564285714,"combo","yes","gas","NA","combo",1022.49,3,2,2,6,99.2659803921569,38.5866666666667,487323.88,1232.18,3158,23,450000,11362
"906",1988,"yes",470,26,"condo",17044.4164285714,"combo","yes","gas","NA","combo",1112.97,3,3,2,6,91.9526470588235,38.2766666666667,546915,1250,3200,23,589000,11362
"907",1987,"yes",424,26,"condo",17040.9664285714,"combo","yes","gas","NA","combo",940.4,3,3,2,5,93.0226470588235,38.9066666666667,539815,1150,2765,23,586000,11362
"908",1964,"yes",480.096666666667,26,"co-op",17056.08,"combo","no","gas","NA","efficiency",1186,2,5.90833333333333,2,5,59.97,41.19,345518.88,1146.01,3162.04085714286,80,375000,11362
"909",1953,"no",459.6,25.94,"co-op",16965.17,"formal","no","gas","NA","eat in",723,1,3.18,1,3,70.65,38.03,145238.75,666.9,1695.08,78,150000,11362
"910",1953,"no",458.45,26,"co-op",16961.885,"formal","no","gas","NA","eat in",723,1,3.27,1,3,70.59,38.08,145633.75,671.96,1630.76,78,145000,11362
"911",1940,"yes",675.56,30,"co-op",17051.53,"combo","yes","oil","NA","eat in",891,2,7.4,1,5,276.73,59.47,446229.206666667,900,2605.44166666667,95,538000,11103
"912",1953,"yes",745.96,26,"co-op",17021.14,"formal","no","oil","NA","eat in",1034,2,2,1,5,55.97,50.19,272291.666666667,1017.21,3214.87,77,299000,11362
"913",1950,"yes",408.493333333333,26,"co-op",17063.505,"combo","yes","gas","NA","efficiency",578,1,2,1,4,66.69,39,160599.54,668.296666666667,1331.87,76,209000,11426
"914",1950,"yes",476.996666666667,26,"co-op",17047.89,"combo","yes","gas","NA","eat in",701,2,2,1,5,67.22,39,228331.473333333,799.02,1593.54,76,279000,11426
"915",1949,"yes",489.666666666667,26.3466666666667,"co-op",17033.58,"combo","yes","gas","NA","efficiency",767,3,2,1,5,63.54,39,238071.473333333,797,1643.79,71,293000,11426
"916",1949,"yes",432.146666666667,26,"co-op",17053.6866666667,"other","yes","gas","NA","eat in",613,1,2,1,4,79.4,39,188758,641,1427.24,75,260000,11426
"917",1950,"yes",714.18,26,"co-op",17047.6,"combo","no","oil","NA","efficiency",871,2,2,1,5,64.37,50.5,277171.546666667,960,3055.4,82,319000,11362
"918",1950,"no",492.986666666667,26,"co-op",16968.61,"combo","no","gas","NA","eat in",719,1,3.13,1,4,63.62,39.11,143483.54,654.986666666667,1508.06,55,180000,11426
"919",2016,"no",132,30,"condo",16990.68,"other","no","gas","NA","none",412.393333333333,0.96,8,1,2,294.82,41.45,482237.76,466,31,98,509000,11102
"920",2016,"no",226,30,"condo",17023.09,"other","no","gas","NA","none",541.283333333333,1,8,1,3,276.45,40.5,588779.973333333,755,54,98,768000,11102
"921",1950,"yes",695.86,26,"co-op",17068.345,"combo","no","gas","NA","eat in",850,2,3.16,1,4,67.09,50.47,269289.175714286,881.32,3143.495,76,319000,11362
"922",1950,"no",794.25,26,"co-op",17004.44,"formal","no","gas","NA","eat in",811,2,1,1,5,59.41,50.69,264626.666666667,960,3019.1,82,280000,11362
"923",1965,"no",428.09,30,"co-op",17099.135,"formal","no","gas","yes","efficiency",670,1,6,1,4,226.385,35.91,481343.333333333,902.57,1472.97,95,659000,11103
"924",1998.3,"no",335.828758169935,32,"condo",17074.76,"combo","no","gas","NA","efficiency",465.48,1,9,1,3,166.17,33.84,504902.093333333,623,829,81,590000,11102
"925",1991,"yes",443,32,"condo",17030.15,"combo","yes","electric","NA","none",507.866666666667,0.96,7.68,1,2,148.69,42.36,366113.7,634.15,2800,81,389000,11102
"926",1989,"yes",616.635714285714,30,"condo",17059.06,"combo","yes","electric","NA","efficiency",779,2,23,2,4,172.868647058824,46.07,644080.52,886,3682,81,749000,11102
"927",1948,"no",810.44,26,"co-op",17027.808,"combo","no","gas","NA","combo",800,2,8.40375,1,6,79.58,49.25,355118.76,1031.71,2980.93,84,399000,11004
"928",1950,"yes",456.738,26,"co-op",17066.18,"other","yes","gas","yes","eat in",653,2,2,1,5,76.23,40.47,241006.41,809.543333333333,2305.96,86,259000,11004
"929",1950,"yes",417.01,26,"co-op",17070.49,"combo","yes","gas","NA","efficiency",631,2,2,1,4,25,39,221340.71,718.855,1721.6,63,270000,11004
"930",1950,"yes",435.34,26,"co-op",17070.43,"combo","yes","gas","NA","eat in",702,2,2,1,5,111.69,39,270941.76,815.313333333333,1728.3,89,299000,11004
"931",1950,"yes",382.81,26,"co-op",17050.0414285714,"other","yes","gas","NA","efficiency",514,1,2,1,3,25,39,177839.31,688.09,1358.27,36,206000,11004
"932",1960,"yes",519.924,25,"co-op",17038.255,"formal","no","gas","NA","eat in",764,2,5.57,1,4,25,43.43,327047.853333333,1000,2983.91,82,380000,11354
"933",1955,"yes",685.39,25,"co-op",16986.47,"combo","no","gas","NA","efficiency",769,2,3.95,1,4,36.9033333333333,49.9,229224.89,900,2991.73,82,239000,11354
"934",1950,"no",629.57,25,"co-op",16979.15,"combo","no","gas","NA","efficiency",654,1,3.54,1,3,48.1133333333333,51.02,207644,753.93,2663.34666666667,80,250000,11354
"935",2006,"no",373,30,"condo",17006.83,"combo","no","gas","NA","eat in",470.11,1,9,1,4,248.91,38.88,552761.093333333,729,216,91,590000,11102
"936",1954,"yes",650,25,"co-op",16973.45,"combo","no","oil","NA","eat in",756.3,1,4.878,1,4,50.995,49.62,178320.353333333,800.69,2586.73666666667,85,190000,11354
"937",1950,"yes",434.51,26,"co-op",17051.43,"combo","yes","gas","NA","eat in",723,2,2,1,4,44.11,39,263459.88,764,1718.14,55,290000,11004
"938",1975,"no",801.38,26,"co-op",16997.59,"combo","no","oil","yes","efficiency",885,1,33,1,3,88,50,314057.61,750,3572.30333333333,54,295000,11005
"939",1975,"no",784.47,26,"co-op",17024.5,"combo","no","gas","yes","efficiency",1048,1,33,1,3,80,50,350753.88,835,3593.65333333333,54,348000,11005
"940",1975,"no",947.796923076923,26,"co-op",17071.2,"formal","no","electric","yes","efficiency",1583,1,33,1,4,87,50,562649.983333333,1190,4511.305,54,619000,11005
"941",1975,"no",1024.81,26,"co-op",17061.09,"formal","no","electric","yes","eat in",1689,1,33,1,4,80,50,535704.973333333,1200,4146.44,54,495000,11005
"942",1975,"no",967,26,"co-op",17063.28,"formal","no","oil","yes","eat in",1928,1,33,1,4,80,50,591489.973333333,1200,4427.575,54,689000,11005
